business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"Food I Like.com","Shopping","Abuja","28","188","thin","0811 306 6376","Enspire Hub, 3rd Floor, NEPZA Hqtrs, Zambezi Crescent, Off Aguiyi Ironsi Way, Maitama, Abuja FCT Nigeria"
"Food.payit.ng","Shopping","Abuja","26","158","thin","0812 222 8745","Plot, 10 Alexandria Crescent, Wuse 2, Abuja FCT Nigeria"
"Foodstantly","Shopping","Abuja","27","172","thin","0903 127 9637, 0817 205 5696, 0903 127 9637","Foodstantly, Fedral capital Territory, Abuja Nigeria"
"Gozita Store","Shopping","Abuja","26","151","thin","0803 558 2877","Block 35, Lagos Street, Akintola Boulverd, Garki 2, Abuja, Nigeria"
"Grubs Express","Shopping","Abuja","22","132","very_thin","0908 243 1000","Online Store, Abuja, FCT Nigeria"
"Hartland Beauty Supply","Shopping","Abuja","28","186","thin","0813 847 2725","72b, Amino Kano Crescent, Wuse Zone 2, Abuja FCT Nigeria"
"House Of Lunettes - Abuja","Shopping","Abuja","28","174","thin","0809 483 9045","Silverbird Abuja Store, Plot 1161 Memorial Drive, Central Business District, FCT Nigeria"
"Invivo Beauty","Shopping","Abuja","33","222","thin","0703 175 8480, 0800 700 0000","Ceddi Plaza, Central Business District, Abuja FCT Nigeria"
"JASBazar Digital Hub","Shopping","Abuja","10","68","very_thin","09031110071, 09056288071","98 Bakori Road phase 3, Kubwa Abuja, FCT"
"Mall for Africa","Shopping","Abuja","22","138","very_thin","0700 040 0400, 0909 700 0444","1077 Adetokunbo Ademola Crescent, Wuse ll, Abuja Nigeria"
"Miropass","Shopping","Abuja","26","202","thin","0816 885 2715","Plot 1598, Cadastral Zone, Ahamadu Bello Way, Garki Area 2, Abuja FCT Nigeria"
"NigeriaMadeHub","Shopping","Abuja","19","114","very_thin","0817 033 3338, 0817 677 7772","c110 A08 Baraqa mall, 6th avenue, Gwarinpa Abuja, FCT"
"Occaza Perfumery","Shopping","Abuja","22","152","very_thin","0811 395 5791, 0811 393 3793","Shop L14,Jabi Lake Mall, Jabi, Abuja FCT Nigeria"
"Shopstudio24.com","Shopping","Abuja","32","212","thin","0909 893 6687","792B Ademola Adetokunbo Crescent, Wuse Zone 2, Abuja FCT Nigeria"
"The NairaShop","Shopping","Abuja","33","219","thin","0909 292 3410, 0809 490 9004","Ventures platform, No. 29 Mambillia Street, Off Aso Drive, Maitama, Abuja Nigeria"
"Wuse Market","Shopping","Abuja","38","233","thin","0809 189 9918, 0815 761 1111","Main Administrative Block, Wuse Market, Zone 5, Abuja FCT Nigeria"
"Zikel Cosmetics","Shopping","Abuja","27","175","thin","0818 667 0273, 0803 383 2929","Shop 126, Farouk Block, Opposite Jedytee Studios, Garki International Market, Garki, Abuja FCT Nigeria"
"Bougainvillea Hotel","Accommodation","Port-Harcourt","24","191","very_thin","0803 792 3000, 0803 051 2229","Plot F / 1A Abacha Road, GRA, Phase 3, Port Harcourt, Rivers State"
"Dmatel Gold Hotel","Accommodation","Port-Harcourt","13","97","very_thin","0909 076 3838","91 Stadium Road, Rumuomasi Port Harcourt, Rivers State Nigeria"
"Elkan Terrace","Accommodation","Port-Harcourt","15","94","very_thin","0810 133 5676, 084 464 291","12B, Abacha Link Road, Diobu, Port Harcourt, Rivers Nigeria"
"Emerald Hotels Ltd","Accommodation","Port-Harcourt","23","169","very_thin","0703 683 6353, 0803 099 1610, 0808 991 2428","193 Port Harcourt Aba Express Road, Rumuola, Port Harcourt, Rivers Nigeria"
"GrandVenice Hotel and Suites","Accommodation","Port-Harcourt","24","171","very_thin","0703 935 0238","Plot 19, Igwe Family Layout Rumuogba, Off Ecobank, Eliada Layout, Port Harcourt, Rivers State Nigeria"
"Hotel De Marpat","Accommodation","Port-Harcourt","32","216","thin","0816 528 3459, 0803 586 3836, 0708 842 9715","4 NTA-Apara Link Road, off East-West Road, Nkpolu, Rumuigbo, Port Harcourt Rivers State"
"Intelligent Hotels & Suites","Accommodation","Port-Harcourt","29","211","thin","0905 633 9191, 0806 692 6411","Off East/West road, by 95.1 Today FM Rumuekini, Port Harcourt, Rivers State Nigeria"
"L.A Kings Hotel","Accommodation","Port-Harcourt","22","138","very_thin","0815 7419434, 0908 7211 184","31, Ken Saro Wiwa Road (old Stadium Road), Port harcourt, Rivers State Nigeria"
"The Crib Lifestyle Hotel","Accommodation","Port-Harcourt","18","138","very_thin","0815 083 6614","17b William Jumbo Street, old G.R.A, Port harcourt, Rivers State"
"Chyglosco Homes Limited","Accommodation","Port-Harcourt","24","153","very_thin","0814 197 8439","40 Ada-George Road, Rumuaprikom Port Harcourt, Rivers"
"Wizzunit Luxury Apartment","Accommodation","Port-Harcourt","30","193","thin","0806 355 3232","No 5 Fulfillment Avenue, Wobo Street (Back of OPM), Iwofe Road, Port Harcourt, Rivers State"
"1804 Boutique Hotel","Accommodation","Port-Harcourt","30","174","thin","0809 853 1630, 0813 499 4835","Elder Owhor Avenue, Off Elekahia, Rumukalagbor Link Road, Beside Elekahia Community Health Centre, Port Harcourt, Rivers State"
"Amanda Hotels","Accommodation","Port-Harcourt","27","201","thin","0803 775 4696","Plot 317 Woji Road, G.R.A Phase 2, Port Harcourt, Rivers State Nigeria"
"Barrio Fiesta Hotel Nigeria Limited","Accommodation","Port-Harcourt","26","177","thin","0817 388 9197, 0802 700 3012","No. 4 Road 4, Oginigba New Layout, Oginigba, Trans-Amadi Port Harcourt Rivers State"
"Best Premier Hotel and Resorts","Accommodation","Port-Harcourt","22","147","very_thin","0810 209 0403, 0810 103 1030","Aba Expressway Opposite Intels, Eleme Port Harcourt, Rivers State Nigeria"
"Blue Chip Hotels Limited","Accommodation","Port-Harcourt","24","159","very_thin","0816 556 3800","Rumuomoi New Layout, Transformer Road, Off Psychiatric Hospital Road, Port Harcourt, Rivers State Nigeria"
"Christine by Nno Hotels","Accommodation","Port-Harcourt","18","154","very_thin","0815 300 8010, 0803 666 6068","Mirari Estate, 12C Benjamin Opara Street, GRA Phase 2, Port Harcourt, Rivers State Nigeria"
"Citycrown hotels","Accommodation","Port-Harcourt","31","228","thin","0806 672 3960","58 Wimpey/ Iwofe Road, off Ikwere Road, Port Harcourt, Rivers State Nigeria"
"Dasodac Suites","Accommodation","Port-Harcourt","22","143","very_thin","0803 313 8301","Bunu Street, Rukpokwu, Port Harcourt, Rivers State"
"E-booking.ng","Accommodation","Port-Harcourt","22","123","very_thin","0703 957 3954, 0915 192 7648","25 Ogbunabali Road, Port Harcourt, Rivers"
"Flex Hub","Accommodation","Port-Harcourt","28","170","thin","0817 918 8606, 0803 336 1955, 0904 972 5007","Plot 24, Road 5, Off New Road, off Ada George / Location Road, Okania Estate, Mgbuoba, Port Harcourt, Rivers State"
"House 24, Port Harcourt","Accommodation","Port-Harcourt","20","145","very_thin","0803 200 5511","24 Nyenwenwo Street, Eliada Lay-Out, Rumuogba, Port Harcourt, Rivers State Nigeria"
"Miriam Hotel & Suites Limited","Accommodation","Port-Harcourt","25","173","thin","0703 155 7823","Choba Uniport Road, Adjacent Everich Club, Port Harcourt, Rivers State, Nigeria"
"Nana Hotels","Accommodation","Port-Harcourt","23","158","very_thin","0806 802 4408, 0803 739 5503","26 Igbo-ukwu Street, D/Line, Woji, Port Harcourt, Rivers State"
"Ocasion Inn","Accommodation","Port-Harcourt","26","173","thin","0706 351 0047 0814 9","Off Airport Road, By International Market Road, Rukpokwu, Port Harcourt, Rivers State"
"Olive Branch Hotel","Accommodation","Port-Harcourt","28","187","thin","0803 354 6172, 0905 197 5538","No 5 Oringwo Road,off Abacha Road GRA Phase 3, Port Harcourt, Rivers Nigeria"
"Palm Spring Suites","Accommodation","Port-Harcourt","34","205","thin","0813 123 5188","11 Shalom Close, Off Ada-George Road, Port Harcourt, Rivers State"
"Polo Court Hospitality Limited","Accommodation","Port-Harcourt","37","242","thin","084 550 060, 084 550 061, 0701 586 1139","46, King Perekule Street, New G.R.A Port Harcourt, Rivers State Nigeria"
"Row Hotels & Suites","Accommodation","Port-Harcourt","20","150","very_thin","0908 219 5939","Off G. U. Ake road, (airforce eliozu link) by Diplomat Assembly Church, Port Harcourt, Rivers State, Nigeria"
"Royal Crest Hotel & Suites","Accommodation","Port-Harcourt","27","184","thin","0701 586 0001","2 Divine Grace Close Trans-Woji, Port Harcourt, Rivers State Nigeria"
"Royal Paragon Hotel","Accommodation","Port-Harcourt","25","170","thin","0806 037 3768","KM 2, COE, Rumuepirikom/Iwofe Road, Port Harcourt, Rivers State"
"Royal Residence Hotel","Accommodation","Port-Harcourt","18","124","very_thin","0812 998 8550, 0803 555 5355, 0803 197 0770","152 Tombia street in GRA Phase 2, Port Harcourt, Rivers State Nigeria"
"Savvy Sunny Suites","Accommodation","Port-Harcourt","27","151","thin","0803 865 4471","6 Nwankpa Close, Rumuodara, Port Harcourt, Rivers State"
"Taverna Lounge & Boutique Hotel","Accommodation","Port-Harcourt","19","144","very_thin","0818 360 0219","No 2 Alalibo Close Off Doxa road,Peter Odili Road, Port Harcourt, Rivers State Nigeria"
"The Garden City Marriott Hotel","Accommodation","Port-Harcourt","20","133","very_thin","0705 100 1212, 0705 430 0000, 0803 312 5577","39 Tombia Street GRA Phase 2, Port Harcourt, Rivers State Nigeria"
"Benet I.T Solutions","Business","Port-Harcourt","28","190","thin","0803 220 0322, 0802 948 2906","100, Main Market Road, Igwuruta, Port Harcourt, River, Nigeria"
"Capital City Development Ltd","Business","Port-Harcourt","21","152","very_thin","0906 000 0360, 0906 000 0361","Suite 205, Unity Bank Building, Azikiwe Road, Port Harcourt, Rivers, Nigeria"
"Chagoury Group","Business","Port-Harcourt","27","245","thin","084 233 853","Port Harcourt Flour Mills Industry Road, Port Harcourt, Rivers State, Nigeria"
"Courdeau Catering Nigeria Limited","Business","Port-Harcourt","30","227","thin","084 461 044, 084 461 055, 084 461 033","93A, Rivoc Road, Trans Amadi, Port Harcourt, Rivers State Nigeria"
"Debyl Limited","Business","Port-Harcourt","33","240","thin","0808 323 1545, 0810 862 1021","27 St. Andrews Street, By Shell I.A, Rumuobiakani, Port Harcourt, Rivers State Nigeria"
"Desicon Group","Business","Port-Harcourt","21","165","very_thin","01 440 8139, 01 440 6118, 01 634 0260","60 King Perekule Street, GRA Phase 2, Port Harcourt, Rivers, Nigeria"
"Dovewell Oilfield Services Ltd","Business","Port-Harcourt","28","199","thin","084 361 633, 084 361 633, 081 1245 8119","Plot 10 JC International Street, New Trans-Amadi Industrial Layout, Off Peter Odili Road, Port Harcourt, Rivers, Nigeria"
"Eastern Wrought Iron Limited","Business","Port-Harcourt","12","85","very_thin","0803 783 9809","Plot 47, Trans Amadi Industrial Layout, Port Harcourt, Rivers State"
"Ebele Gunn Nigeria Limited","Business","Port-Harcourt","24","162","very_thin","081 830 41213, 081 613 47511, 081 830 41323","44 Ordinance Trans Amadi, Port Harcourt, Rivers, Nigeria"
"Environ Waste Nigeria Limited","Business","Port-Harcourt","17","124","very_thin","0803 341 7931, 0809 306 6901, 0803 409 9715","1, Eheleze Road, Elelenwo, Port Harcourt, Rivers State Nigeria"
"Fort-Ress Global Resources","Business","Port-Harcourt","26","187","thin","0803 757 7742","No 8 Ejege Lane, By St John's Bus-stop Aba Road, Port Harcourt, Rivers, Nigeria"
"Isnet Consultancy Solutions Ltd","Business","Port-Harcourt","25","201","thin","0802 290 7636, 0809 956 8851, 0809 956 8852","Plot No 10,Nwagborso Street Tony Estate Umuehere, Elimbu Port Harcourt, Rivers Nigeria"
"Mabisel Trading and Construction","Business","Port-Harcourt","22","185","very_thin","0708 343 1000, 0803 310 1965","4 L.K Anga Street, Off Odilli Road, Trans Amadi, Port Harcourt, River, Nigeria"
"MEL-Technologies & Solution Ltd.","Business","Port-Harcourt","23","181","very_thin","0802 606 4609, 0705 999 9833","24 Forces Avenue, Old GRA, Port Harcourt, Rivers, Nigeria"
"O.K.Isokariari And Sons","Business","Port-Harcourt","19","140","very_thin","0808 666 6072, 0808 666 6073","Plot 83, Trans Amadi Industrial Layout, Port Harcourt, Rivers, Nigeria"
"Ohenmerge Company Limited","Business","Port-Harcourt","29","252","thin","0803 235 6429, +234 8 436 1584","No 19 Sen George Sekibo Road, off Peter Odili Road, Trans Amadi Industrial Estate Port Harcourt, Rivers Nigeria"
"Paida Farms","Business","Port-Harcourt","29","172","thin","0703 667 0509, 0812 831 8064","No.1 Freedom Street, GodsOwn Estate, Off East/West Road, Port-Harcourt, Rivers State, Nigeria"
"Palm Nectar Breweries Limited","Business","Port-Harcourt","30","186","thin","0813 598 7997","Plot 6 East West Road, Eleme Junction/Oil Mill, Port Harcourt, Rivers Nigeria"
"Pivot GIS Limited","Business","Port-Harcourt","35","237","thin","+234-1-291 8568, +234-1-291 8560","Marblehead Equipment Yard, Opp Adokiye Amaesiamaka Stadium, Port Harcourt, Rivers Nigeria"
"Radial Circle Group","Business","Port-Harcourt","31","252","thin","0702 907 1330, 0803 895 1342","43/45 Elelenwo Street, GRA Phase 1 Port Harcourt, Rivers State Nigeria"
"Sherman Gray Limited","Business","Port-Harcourt","33","249","thin","0702 509 0837, 0816 426 3251, 0704 652 7846","3rd Floor, Vicon House, 80 Stadium Road, Rumuomasi, Port Harcourt, Rivers State, Nigeria"
"Starzs Investments Company Limited","Business","Port-Harcourt","28","193","thin","0817 200 7000, 0908 744 5291","15C, Omerelu Street, GRA Phase 1, Port Harcourt, Rivers, Nigeria"
"Thompson & Grace Investments Ltd","Business","Port-Harcourt","29","213","thin","0818 000 4000","Km 16, Aba/Port Harcourt Expressway, Port Harcourt, Rivers State Nigeria"
"Tin Industrial Services Ltd","Business","Port-Harcourt","20","136","very_thin","0803 304 6342, 0803 500 9550","12 Woji Road, GRA Phase 2 Port-Harcourt, Rivers State"
"United Nations Office","Business","Port-Harcourt","29","198","thin","04 65 880","146 C/146 B Lord Ogboma Drive Off Abacha Road, GRA Phase 3 Port Harcourt, Rivers State"
"Vandrezzer Energy Services Ltd","Business","Port-Harcourt","30","229","thin","01 773 9696, +234 84 765672","Trans-Woji road, Woji Town, Port Harcourt, Rivers, Nigeria"
"The ADE Brand.NG","Business","Port-Harcourt","17","102","very_thin","0813 345 1121","20 Ohia Street Orogbum Old GRA, Port Harcourt, Rivers State"
"Aveon Offshore","Business","Port-Harcourt","22","177","very_thin","01 2798129, 01 2706949","Eagle Cement Road, Rumuorlumeni, Port Harcourt, Rivers State, Nigeria"
"Beamz International","Business","Port-Harcourt","14","112","very_thin","0803 547 1013","4, Nyeche Street, Ada-George, Port Harcourt, Rivers State, Nigeria"
"Bubble Point Nigeria Limited","Business","Port-Harcourt","39","254","thin","0806 876 7171","Plot 6, TechDaer Close, Off Boskel Road, Odani New Layout, Elelenwo, Port Harcourt, Rivers State Nigeria"
"Corelab Nigeria Limited","Business","Port-Harcourt","12","91","very_thin","0803 402 1437, 084 239 116, 084 233 569","Plot 66, Ordinance Road, Trans-Amadi Industrial Layout, Port Harcourt, Rivers"
"Geosam Aluminium Company","Business","Port-Harcourt","23","164","very_thin","0905 660 3994","Elijiji Avenue, Airport Road, Rukpokwu, Port Harcourt, Rivers State"
"Gumanyes Nigeria Limited","Business","Port-Harcourt","22","153","very_thin","0808 894 1997","International Airport Road, Port Harcourt, Rivers"
"Heroizu Technology Services Ltd","Business","Port-Harcourt","39","241","thin","0706 464 9087, 0818 155 4446","3 Nwankpa Close, Off Okporo Road, by Artillary Junction, Port Harcourt, Rivers State Nigeria"
"iPress Limited","Business","Port-Harcourt","18","118","very_thin","0813 894 1946","By Mercy Land Junction, East-West Road, Mgbuoba, Port Harcourt, Rivers, Nigeria"
"Desire Graphicx","Arts","Port-Harcourt","13","81","very_thin","0803 508 3297","12, Udi Street, Mile 1 Diobu, Port Harcourt Rivers Nigeria"
"Dpraise prints","Arts","Port-Harcourt","34","234","thin","08078759488, 08138265056","#40 Abakaliki street, Mile 1 Diobu Port Harcourt, Rivers State"
"Grace Bound Nigeria Limited","Arts","Port-Harcourt","21","130","very_thin","0803 341 8880","34 Hospital road.Akiama, Bonny Island Port harcourt,, Rivers State Nigeria"
"Graphikplux Concept","Arts","Port-Harcourt","15","109","very_thin","0810 002 4965","No 6 obudu,, Mile 1 Diobu Port Harcourt, Rivers State Nigeria"
"iMedia Studios","Arts","Port-Harcourt","11","85","very_thin","0803 508 1208, 0705 191 1961","Suite 7, Anwuri pavilion, by heimans fueling station, east-west road, Alakahia Port Harcourt, Rivers State"
"Inside Africa","Arts","Port-Harcourt","12","66","very_thin","9188988248","273 Ekere Street, Rumuobiakani, Port Harcourt"
"Karazee Afrika Services","Arts","Port-Harcourt","28","196","thin","08110521607, 08037479147","Suite 11 Royal Mall Shell new road Iriebe Port Harcourt, Port Harcourt, Rivers State"
"LexlairAesthetics","Arts","Port-Harcourt","26","150","thin","0803 797 1423","Sani Abacha Road, Rumueme, Port Harcourt, Rivers State"
"Pius Arts Work","Arts","Port-Harcourt","20","137","very_thin","0805 442 2143, 0803 882 9554","4, Ahoada Road, Omoku, Port Harcourt, Rivers State, Nigeria"
"Rainygram","Arts","Port-Harcourt","38","237","thin","0816 028 8961","#4 Okomoko Street, D/line, Port Harcourt, Rivers State"
"Saint Flairs Awards Limited","Arts","Port-Harcourt","37","254","thin","0803 675 0060, 0802 311 5584","No 607B, Ikwerre Road, by MCC, Port Harcourt, Rivers State Nigeria"
"Walls Makeover","Arts","Port-Harcourt","37","224","thin","7080193434","Flora Mall, Opp. Rumuagholu/ Rumuosi Power Plant SARS Road, Portharcourt, PortHarcourt, Rivers State"
"Sports World Nigeria","Sports","Port-Harcourt","22","160","very_thin","0909 152 3572, 01 453 3454","Shop 16, Port Harcourt Shopping Mall, 1, Azikwe Road, Close to Government House, Port Harcourt, Rivers State Nigeria"
"Tuboz Fitness","Sports","Port-Harcourt","34","239","thin","0703 860 9276","Port Harcourt, Rivers State, Nigeria"
"Kedico Sport Nigeria Ltd","Sports","Port-Harcourt","21","129","very_thin","0803 709 7151, 0803 939 3980","92, Ikwerre Road, Mile 2 Diobu, Port-Harcourt, Rivers, Nigeria"
"Loboh Sports Bar","Sports","Port-Harcourt","29","176","thin","0803 231 6671","Stice Plaza, Km 17 Airport Road, Rukpokwu Port Harcourt, Rivers State, Nigeria"
"Steady Run Club","Sports","Port-Harcourt","31","201","thin","0701 506 0081","Aggrey Road By Artillery, Port Harcourt, Rivers State, Nigeria"
"Vandyke Sports","Sports","Port-Harcourt","21","126","very_thin","","Luli Mall,  suite WW5 20  Rumuola Road, Port Harcourt, Rivers State, Nigeria"
"Xtreme Combat Sports","Sports","Port-Harcourt","28","190","thin","0813 872 0480","Civic Centre, Port Harcourt, Rivers State, Nigeria"
"Zen Budo Karate","Sports","Port-Harcourt","26","187","thin","0809 163 6528","Charlies Total Fitness Centre, 57/59 Stadium Road, Port-Harcourt, Rivers State"
"Executive Rent A Car","Automotive","Port-Harcourt","18","109","very_thin","08026434549, 08135559556","10 wimpey Road, Port Harcourt, Rivers"
"The Honda Place","Automotive","Port-Harcourt","28","158","thin","0803 427 7777, 0803 429 9999","7 ,Olu Obasanjo Road, Port Harcourt, Rivers State, Nigeria"
"Total - Port Harcourt","Automotive","Port-Harcourt","22","120","very_thin","0803 336 8352","Mile 5 Service Station, By Police Station, Ikwerre Road, Port Harcourt, Rivers State Nigeria"
"A. Benec International Co. Nigeria","Automotive","Port-Harcourt","25","154","thin","0803 710 3017","Chews Plaza No.5, Shop B1 Abuja Bypass, Off Olu Obasanjo Road, Diobu Mile3, Port Harcourt Nigeria"
"AutoPlatform","Automotive","Port-Harcourt","35","249","thin","81","Opposite South-South Filling Station, Rumuola-Stadium Link Road, Port Harcourt, Rivers Nigeria"
"Cothecon Global Resources","Automotive","Port-Harcourt","22","140","very_thin","0803 340 0975","8 Amaigbo Street, Mile 2, Diobu, Port Harcourt, Rivers State Nigeria"
"De Point Car Wash & Lounge","Automotive","Port-Harcourt","34","187","thin","0811 291 3940","No.8 Prefab Close, GRA Phase 3, Port Harcourt, Rivers State"
"Dukekally Auto Home Services","Automotive","Port-Harcourt","25","179","thin","0803 092 3853, 0703 112 4420","Dukekally Auto Home Services, Port Harcourt, Rivers Nigeria"
"E.Benzosco Ent. (Nig.)","Automotive","Port-Harcourt","13","97","very_thin","0802 877 2307","18B, Olu Obasanjo road, Ikoku, Port-Harcourt, Rivers State"
"Effect Motors Limited","Automotive","Port-Harcourt","25","150","thin","0803 309 9984","No. 14 Trans-Amadi Industrial Layout Road, Trans Amadi, Port Harcourt, Rivers State"
"Livico Blacksmith","Automotive","Port-Harcourt","23","145","very_thin","0802 767 0510","Airport Road, Igwuruta, Port Harcourt, Rivers State"
"Nasara Motors Ltd","Automotive","Port-Harcourt","23","133","very_thin","0803 263 4625, 0708 424 2486","Plot 477, Trans Amadi, Port Harcourt, Rivers State"
"Nett Brother Motor Parts","Automotive","Port-Harcourt","15","89","very_thin","8055167571","5 Odun Street, Aba Road, Port Harcourt"
"Richbon Group Of Companies","Automotive","Port-Harcourt","29","220","thin","0700 444 4440, 0700 444 0000, 0800 742 4266","Richbon Plaza, KM 7 Airport Road, Rukpokwu Port Harcourt, Rivers Nigeria"
"Scrap Warehouse","Automotive","Port-Harcourt","23","151","very_thin","0802 670 9199","Agip Area,  by Agip Wall Fence AG1, Port Harcourt, Rivers State"
"Tata Africa Services (NIG) Limited","Automotive","Port-Harcourt","14","93","very_thin","0709 088 5042, 0709 071 1500","No 4, Aba Road, Port-Harcourt, Rivers Nigeria"
"Thnp Umehozuruoha And Company","Automotive","Port-Harcourt","14","94","very_thin","08033407765, 08051424568","256 Port Harcourt Road, Port Harcourt, River State"
"Khome Global Logistics Ltd","Transportation","Port-Harcourt","25","202","thin","0809 066 7758, 0708 940 0186","28D Odulukwu Road off School Road, Elelenwo, Port Harcourt, Rivers State, Nigeria"
"Multifreight Nigeria Ltd","Transportation","Port-Harcourt","30","217","thin","0815 465 4653","No 70 Ordinance Road, Trans Amadi Industrial Layout, Port Harcourt, Rivers State, Nigeria"
"Virtual Haulage Limited","Transportation","Port-Harcourt","21","154","very_thin","0814 316 7977, 0814 318 6403, 0703 564 7562","No. 6A Chief Nwuke Street Off Bewac Junction, Indistrial Layout, Trans Amadi, Port Harcourt, Rivers State"
"Axis Transport","Transportation","Port-Harcourt","22","156","very_thin","0703 366 4916, 0810 267 3931, 0807 113 2999","Last Floor Smart Tower Building East West Road, Alakahia Port Harcourt, Rivers State, Nigeria"
"Blue Sky International Co. Nig","Transportation","Port-Harcourt","20","144","very_thin","0803 482 6150","72 Creek Road, Port Harcourt, Rivers State, Nigeria"
"Climate-Sea Nigeria Limited","Transportation","Port-Harcourt","18","131","very_thin","0703 340 7936","No 1 Redemption Road, Rumuokwurushi Port Harcourt, Rivers State"
"Eminel Transport & Logistics Services","Transportation","Port-Harcourt","29","197","thin","0806 348 6370","Abuja Bypass, Off Olu Obasanjo Road,, Port Harcourt, Rivers State Nigeria"
"Euniqque Global Venture","Transportation","Port-Harcourt","25","177","thin","0803 661 5095, 0808 558 8403","6 Lawson Jack Estate, Umuebulu, Etche Port Harcourt, Rivers"
"Five Star Transit Co Ltd","Transportation","Port-Harcourt","27","200","thin","0810 552 2686","No. 90 East West Road, Besides RCCG Porters Place, Port Harcourt, Rivers State, Nigeria"
"Freight Forwarders Nigeria Ltd","Transportation","Port-Harcourt","18","138","very_thin","0803 323 7445","16, Tombia street, GRA Phase 2, Port-Harcourt, Rivers State"
"ICO Logistics","Transportation","Port-Harcourt","31","204","thin","0816 977 0389, 0703 385 0692","34 Arochukwu Street, Rumuomasi Port Harcourt, Rivers State"
"Ilorin Glory Motors","Transportation","Port-Harcourt","26","182","thin","0803 889 6114","Opp. Redeemed Church, Eliozu Junction, 1 Pipeline Road, East/West Road, Aligbolu, Port Harcourt, Rivers State"
"J.J Rides Nigeria","Transportation","Port-Harcourt","28","165","thin","0803 760 2735","East West Road, Rumuokoro, Port Harcourt, Rivers State"
"Lawpres Services Ltd","Transportation","Port-Harcourt","17","130","very_thin","0703 534 4671, 0705 053 8969","Km 16 pH/ABA Express way, Portharcourt, Rivers State"
"Topstream Logistics","Transportation","Port-Harcourt","23","164","very_thin","0803 465 5470","14 Woji road, Rumuogba Port Harcourt, Nigeria, Rivers"
"Trucks & Deal Logistics Limited","Transportation","Port-Harcourt","16","130","very_thin","0818 299 8026, 0803 080 3767","125, Obio/ Akpo International Market, Sars Road, Port Harcourt, Rivers State"
"Oak Park and Garden","Recreation","Port-Harcourt","38","216","thin","09136061037, 09133193698","1, Ken Saro Wiwa Road, off Aba Road by Airforce Junction, Port Harcourt, Port Harcourt, Rivers state"
"Alpha Range Paintball Arena","Recreation","Port-Harcourt","28","210","thin","0807 933 3888, 0903 000 8011","Kalagbor Street, City Centre, Port Harcourt, Rivers State, Nigeria"
"Happy Hour Lounge","Recreation","Port-Harcourt","26","162","thin","0701 086 2498","By Radio Estate, Road 11, Mgbuoba, Port Harcourt, Rivers State, Nigeria"
"Lasmall Resorts Center","Recreation","Port-Harcourt","17","155","very_thin","0809 322 0296, 0903 411 9144","No 9 Rumukalagbor Link Road, off Elekahia Stadium Road, Port Harcourt, Rivers State Nigeria"
"Sparks Lounge VIP","Recreation","Port-Harcourt","26","160","thin","0806 504 2183","120 Obi Wali, Rumuigbo Road, Port Harcourt, Rivers State, Nigeria"
"Striders Camp","Recreation","Port-Harcourt","28","162","thin","0815 282 1808, 0703 597 4742","137 Abuloma Road, Port Harcourt, Rivers State Nigeria"
"The saddle Club, Port-Harcourt","Recreation","Port-Harcourt","27","189","thin","0818 941 5801","No 36 Oloibiri Road, Shell Residential Area, Rivers State, Nigeria"
"Tourist Beach","Recreation","Port-Harcourt","17","119","very_thin","0803 731 5827, 0803 271 5503","Off Borokiri Road, Port Harcourt, Rivers State"
"Dial Travels","Travel","Port-Harcourt","16","111","very_thin","0809 773 7030, 0803 301 4249, 0805 524 1494","22, Ohaeto street, Port-Harcourt, Rivers State, Nigeria"
"Stream-Line Travel & Tours Limited","Travel","Port-Harcourt","20","143","very_thin","0803 310 8449, 08 455 0076","189 Odili Road, Trans Amadi Port Harcourt, Rivers State Nigeria"
"UgoFly Travels & Tours","Travel","Port-Harcourt","28","168","thin","0809 828 0053","Suite 32, Weli Shopping Complex, Off Old Aba Road, 1st Artillery, Port Harcourt, Rivers Nigeria"
"Amy Travels Limited","Travel","Port-Harcourt","25","162","thin","08037542535, 08097852532, 09083667863","Elekahia Housing Estate, 500001, 13A 1st Avenue, Rumuola, Port Harcourt 500101, Port Harcourt, Rivers state"
"Dinspira Travels Nig. Ltd","Travel","Port-Harcourt","19","127","very_thin","+234 708 961 9615, +234 803 255 1291","Suite 26, 2nd Floor CHIMEGANUM PLAZA, 21 ALCON ROAD WOJI  (Beside â€˜Welcome Uâ€™ Supermarket)Port Harcourt, Port Harcourt, Rivers state"
"G126 Continental Travels Limited","Travel","Port-Harcourt","39","254","thin","0818 987 9206","2B General Diriyai street GRA phase 1, Portharcourt, Rivers"
"Omezuu Schengen Travel Agent","Travel","Port-Harcourt","40","239","thin","0809 607 6094, 0810 523 0085","42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State"
"Omezuu Tourist Visa Agent","Travel","Port-Harcourt","36","203","thin","0809 607 6094, 0809 607 6094, 08105230085","42 Iwofe Road, off Ada George by Pepperoni Junction, Port Harcourt, Rivers State"
"Associated Bus Company (WA) Limited","Travel","Port-Harcourt","19","141","very_thin","0814 255 2436","Eliozu Junction, East/West Road, Port-Harcourt, Rivers State, Nigeria"
"Barez Express & Logistics Limited","Travel","Port-Harcourt","20","137","very_thin","0809 041 0537, 0809 041 0536","Nsirim Plaza,No. 5 East-West Road, Rumuokoro Port Harcourt, Rivers State Nigeria"
