business_name,phone,address,location,category,description
Work Abuja,"+234 808 485 0275, +234 805 600 8747","No 100 Citec Villa, Gwarinpa, Abuja FCT",Abuja,Employment,"At Work Abuja, We stand out in providing viable answers to one of the basic challenges of our society, which is unemployment. With the present technological advancement, we are able to provide you the best and current openings in most companies."
Channels TV-Abuja,"0704 520 3063, 0706 418 6000","3, Gwani Street, Off IBB Way, 3rd Floor, IGI House, Wuse Zone 4, Abuja FCT Nigeria",Abuja,News and Media,"Channels TV-Abuja provides telecasting, entertainment and sporting news services."
The Guardian,"0708 757 2140, 0803 284 3420","Plot 415, Olu Awotesu Street, Jabi Abuja FCT Nigeria, Abuja FCT Nigeria",Abuja,News and Media,The Guardian offers news printing and publishing services (Vanguard Newspaper).
This Day Newspaper,"0807 629 0487, 0807 629 0488","Plot 1, Sector Center B, Solomon Lar Way, Jabi, Abuja FCT Nigeria",Abuja,News and Media,"This Day Newspaper provides news printing, publishing services and also presenting balanced coverage of events."
Klickable Radio,9061818616,"Opp. Catholic Church Gbagalape Phase I, NYANYA, Abuja",Abuja,News and Media,"Klickable Radio in an Online Radio station that broadcast a mix of urban entertainment & breaking News, Music, topical issues, sports, interviews, social media gists | from the city of Abuja, Nigeria."
Bluetoolz Media,8069471856,"BF 01 Bank Building, Laura Modern Market, Gudu Abuja, FCT",Abuja,News and Media,"Bluetoolz media is a digital news and publicity platform helping Nigerians, entrepreneurs and organizations to access free and affordable adverts, media coverage and publicity."
Newswatch Communication Limited,"0803 321 4208, 0803 591 7617","73, Dansville Plaza, Plot 859, Behind AP F/Station, Apo District, Gudu, Abuja FCT Nigeria",Abuja,News and Media,Newswatch Communication Limited is a media center for news printing and  publishing services (Newswatch Magazines).
The News Chronicle,0906 114 7151,"Suite C6, J-plus plaza, Jimmy Carter Street, Asokoro, Abuja, FCT",Abuja,News and Media,"An online newspaper that covers political, entertainment, sports and educational events in and outside the country."
Thumbs-Up Media,"0811 955 5533, 0905 712 2414","Suit 7, block B Sabondale plaza, Jabi, Abuja",Abuja,News and Media,"Thumbs-Up Media is one of Nigeria's leading lifestyle publication and apolitical image-making, spotlighting, events, and advertising company registered with the CAC known for delivering rich and comprehensive collection of events."
Nigeria National Assembly,,"Room 1, New Senate Wing, Three Arm Zone, Abuja FCT Nigeria",Abuja,Government,"Nigeria National Assembly offers an overview of members of both Chambers of the National Assembly, their Committees and the legislative activities of the Parliament."
Services.gov.ng,+234 807 399 0518,"P.M.B. 12578 Federal Secretariat Complex Phase I, Annex III, Shehu Shagari Way, Abuja, FCT",Abuja,Government,"Services.gov.ng provides information that helps Nigeria citizens, visitors and business find forms, register for services and other local information."
State House Abuja - Aso Rock,09-5237183,"Aso Rock, Federal Capital Territory, Abuja FCT, Nigeria",Abuja,Government,"The State House Abuja with information on the presidency, policies, press office and the presidential villa in Abuja."
Abuja Federal Capital Terittory (FCT) Government,"0809 993 6312, 0708 063 1500","Plot 2, Kapital Street, Area 11 Garki, Abuja FCT Nigeria",Abuja,Government,FCT is the fedreral government agency for handling the administrative functions of the FCT.
Consumer Protection Council,"07002255272, 08056002020, 08056003030","Plot 1105, Dar-es-Salaam Street, Off Aminu Kano Crescent, Wuse Zone 2, Abuja FCT Nigeria",Abuja,Government,"Consumer Protection Council (CPC) is a federal Government of Nigeria Parastatal that is dedicated to protecting & enhancing consumers interest through information, education & enforcement of appropriate standards for goods & services."
Directorate of Technical Cooperation in Africa,"0803 597 9880, 0803 286 2460, 0803 337 5598","11 Onitsha Crescent (Facing Gimbiya Street), Garki Area 11, Abuja FCT, Nigeria",Abuja,Government,Directorate of Technical Cooperation in Africa is under the Ministry of Foreign Affairs & aims to enhance Africas development by creating the enabling environment and opportunity for Africans to invest their intellect & skills in the African economy.
Nigerian Electricity Management Services Agency,,"4 Dar-es-salaam Street, off Aminu Kano Crescent, Wuse Zone 2, Abuja FCT Nigera",Abuja,Government,"Nigerian Electricity Management Services Agency (NEMSA) carry out the enforcement of technical standards & regulation, testing & certification of electrical installations, electricity meters & instruments to ensure  sustainable electricity power supply."
Essenza Store,0703 883 8875,"Shop 23, Apo Mall, Along Murtala Mohammed Exp Way, Gudu District Apo, Abuja FCT Nigeria",Abuja,Shopping,"Essenza Store is an online and offline retailer of quality perfume brands for men, women and children's perfume, gift sets, body spray, cologne, deodorant, niche fragrances etc.Gift baskets"
Shoprite Abuja,0909 523 5444,"Along Airport Road, Between MRS Filling Station & Chamber Of Commerce, Lugbe, Abuja FCT Nigeria",Abuja,Shopping,"Shoprite Abuja Gateway provides customers with a world-classshoppingexperience and at lower prices on small appliances, food products, household goods and more."
1278 Essentials,"0806 538 8114, 0708 778 0525","CBN CHOOS Estate, No 92 Wumba District, Apo, Abuja FCT Nigeria",Abuja,Shopping,"1278 Essentials is an online retail store that sells luxury and quality products such as fashion, computers and accessories, perfumes, electronics, and more at affordable prices."
Belanova,0802 320 4999,"Plot 740, Aminu Kano Crescent by Bannex Plaza, Wuse Zone 2, Abuja FCT Nigeria",Abuja,Shopping,Shopping service centre and electronics supermarket  in Abuja for sales of electronic household appliances.
L.A Girl,0700 7242 3786,"Sahad Stores Ltd, 786 Tafawa Balewa Way, Central Business District, Abuja FCT Nigeria",Abuja,Shopping,"L.A Girl is an online retailer of beauty products and cosmetics such as gel eyeliner, pro matte foundation, correcting primer, auto eye liner, lips plumber and lots more."
Trim & Prissy Cosmetics,0909 772 3648,"Online Store, Columbia, Maitama, Abuja FCT Nigeria",Abuja,Shopping,"Trim & Prissy Cosmetics sales and deliver a wide range of beauty and cosmetic products like Brow Pension, makeup brush, eye pencil, lip glaze, mineral icing sugar, and others within and outside Abuja."
Wallpaper World,"0812 872 0090, 09 292 1551","Wallpaper World Plaza Plot 677, Gwarinpa 2 District, Opp Fish Market, Life Camp, Abuja FCT Nigeria",Abuja,Shopping,"Wallpaper World provides services in the sales and delivery of wallpapers, 3d boards, photomurals, HD fireproof panel and TV walls, and ranges of other decor products."
Bedivine Botanicals,0818 647 9719,"Online Store, Abuja, FCT Nigeria",Abuja,Shopping,"Bedivine Botanicals offers sales of quality skincare and beauty products made from natural products such as herbal beard shampoo, facial oil, nipple balm, baby butter and delivery within 3-5 working days."
Cascades Luxury,"0906 819 4169, 0906 999 9715, 0810 333 3444","Jabi Lake Mall, Bala Sokoto Way, Jabi, Abuja FCT Nigeria",Abuja,Shopping,"Cascades Luxury is an online retailer of men and women perfumes and fragrances, home and office candles and diffusers, and more, at a cheaper price."
Ceddi Plaza,"0807 052 2702, 0701 167 6822, 0708 472 7976","264 Tafawa Balewa Way, Central Business Area, Abuja FCT Nigeria",Abuja,Shopping,"Ceddi Plaza is the premier center for shopping and entertainment in the city of Abuja made up of 55 specialty shops, offices & service providers consisting of movie theaters, a bookstore, champagne lounge, restaurants, cafes and more."
Deil Group Co. Ltd,"+8617826077327, +2348064391254, +8615502426515","Suite 3003, Kingfem 24/7, Plot 264 Ahmadu Bello Way, Mabushi, Abuja Nigeria",Abuja,Shopping,"A marketplace offering E-commerce and trading of goods and services. You can be able to source or buy electronics, general merchandise or even heavy equipment."
Dezisell,0807 436 3918,"Road 2, Union Homes Estate, Kuje, Abuja FCT Nigeria",Abuja,Shopping,"Dezisell is a fashion marketplace for sales of African wears, jewelries and accessories like fascinator, shoes, blazers, wrist watches, sandals etc.Best fashion retailers"
Dollarshop by Trevari,"0809 078 6188, 092 908 573","Dollarshop, Transcorp Hilton 1 Aguiyi Ironsi Street, Maitama, Abuja FCT Nigeria",Abuja,Shopping,"Dollarshop by Trevari is a premier shopping destination in Abuja that offers cost effective shopping on designer brands watches, and jewelries including wine and spirit, laptops and tablets, phones and accessories, power banks, bags, perfumes, gifts etc."
eFarmers Nigeria,"0701 562 3970, 0909 773 1739","Evansville Industries Limited, 21, Paul Gbayi Street, Mpape Village, Abuja FCT",Abuja,Shopping,eFarmers Nigeria is an online marketplace that connect farmers and agro allied businesses in Nigeria to potential customers.
Exclusive Stores Abuja,0816 785 8652,"Plot 1202 Ademola Adetokunbo Crescent, beside EFCC HQ, Wuse Zone 2, FCT Nigeria",Abuja,Shopping,"Exclusive Stores Abuja offers a goodshoppingexperiences for shoppers providing them with a wide range of food and beverage products, beauty and healthy products, and lots more."
Farmers Market,0803 910 5355,"Yedseram Crescent, Maitama, Abuja FCT Nigeria",Abuja,Shopping,"Farmers Market is a fruit and vegetable market in Abuja where you can buy fresh pineapple, grapes, oranges, pawpaw, cashew, banana, apples, mangoes and other various kinds of fruits, poultry and fresh farm produce."
Food I Like.com,0811 306 6376,"Enspire Hub, 3rd Floor, NEPZA Hqtrs, Zambezi Crescent, Off Aguiyi Ironsi Way, Maitama, Abuja FCT Nigeria",Abuja,Shopping,"Food I Like.com is an online platform where you can order for your favorite meal from top Chinese restaurants, small chops restaurants, Indian restaurants, Nigerian restaurants and others."
Food.payit.ng,0812 222 8745,"Plot, 10 Alexandria Crescent, Wuse 2, Abuja FCT Nigeria",Abuja,Shopping,"Food.payit.ng provides an online services online for takeaway and food delivery, and provides you with an access to a wide array of local favorites and menus."
Foodstantly,"0903 127 9637, 0817 205 5696, 0903 127 9637","Foodstantly, Fedral capital Territory, Abuja Nigeria",Abuja,Shopping,Foodstantly is Nigerians online marketplace for food and farm produce as well as Nigeria online food delivery platform in Abuja. We also undertake pay on delivery services.
Gozita Store,0803 558 2877,"Block 35, Lagos Street, Akintola Boulverd, Garki 2, Abuja, Nigeria",Abuja,Shopping,"Gozita Store (Gozita Drinks Supply) is a wholesale & retail supply store for assorted drinks such as wine, spirit, beer, water, juice and so much more."
Grubs Express,0908 243 1000,"Online Store, Abuja, FCT Nigeria",Abuja,Shopping,Grubs Express is an online platform where you can search and order for your delicious cuisines and have it delivered within minutes.
Hartland Beauty Supply,0813 847 2725,"72b, Amino Kano Crescent, Wuse Zone 2, Abuja FCT Nigeria",Abuja,Shopping,"Hartland Beauty Supply (HBS) provides services in the online sales and shipping of various ranges of beauty products from 3D magnetic lashes to lip-gloss, lipsticks, face foundation etc."
House Of Lunettes - Abuja,0809 483 9045,"Silverbird Abuja Store, Plot 1161 Memorial Drive, Central Business District, FCT Nigeria",Abuja,Shopping,"House Of Lunettes offers deals and discounts on trendy and long lasting sunglasses of various brands, for men and women, and also sells watches and other related accessories."
Invivo Beauty,"0703 175 8480, 0800 700 0000","Ceddi Plaza, Central Business District, Abuja FCT Nigeria",Abuja,Shopping,"Invivo Beauty provides online and offline beauty and health product sales which includes hair car products, body care products, makeup, hand and nails products, fragrance and perfumes, personal care products and lots more."
JASBazar Digital Hub,"09031110071, 09056288071","98 Bakori Road phase 3, Kubwa Abuja, FCT",Abuja,Shopping,"We deals on mobile phone and accessories, satellite and accessories."
Mall for Africa,"0700 040 0400, 0909 700 0444","1077 Adetokunbo Ademola Crescent, Wuse ll, Abuja Nigeria",Abuja,Shopping,Mall for Africa is one of the redefined Abuja based online mall enabling Africans to find and purchase items from international retailers.
Miropass,0816 885 2715,"Plot 1598, Cadastral Zone, Ahamadu Bello Way, Garki Area 2, Abuja FCT Nigeria",Abuja,Shopping,"Miropass is Africa's largest online and offline shopping Amart for quality phones and tablets, computers and accessories, electronics, groceries, fashion, home and office supplies.Best fashion retailers"
NigeriaMadeHub,"0817 033 3338, 0817 677 7772","c110 A08 Baraqa mall, 6th avenue, Gwarinpa Abuja, FCT",Abuja,Shopping,NigeriaMadeHub is a company majoring into sales and promotion of solely made in Nigeria items via its online page.
Occaza Perfumery,"0811 395 5791, 0811 393 3793","Shop L14,Jabi Lake Mall, Jabi, Abuja FCT Nigeria",Abuja,Shopping,"Occaza Perfumery provides safe and worry free shopping experience for genuine brand name perfumes, cologne and fragrances at the lowest possible prices."
Shopstudio24.com,0909 893 6687,"792B Ademola Adetokunbo Crescent, Wuse Zone 2, Abuja FCT Nigeria",Abuja,Shopping,"Shopstudio24.com is the first e-commerce platform in Nigeria and Africa that focuses on the sales and supplies of photography and multimedia products and services such as portraits an head-shots, prints and more."
The NairaShop,"0909 292 3410, 0809 490 9004","Ventures platform, No. 29 Mambillia Street, Off Aso Drive, Maitama, Abuja Nigeria",Abuja,Shopping,NairaShop.ng is your number one online marketplace in Nigeria. We are an online marketplace with a vision to provide businesses with increased sales opportunities and a quality shopping experience for all our customers.
Wuse Market,"0809 189 9918, 0815 761 1111","Main Administrative Block, Wuse Market, Zone 5, Abuja FCT Nigeria",Abuja,Shopping,"Wuse Market is a general market in Abuja where you can buy all kinds of clothes, electronics and furniture, food stuff, fresh vegetables, meat, phones and gadgets, rugs and carpets, and lots more at low prices.Best clothing retailers"
Zikel Cosmetics,"0818 667 0273, 0803 383 2929","Shop 126, Farouk Block, Opposite Jedytee Studios, Garki International Market, Garki, Abuja FCT Nigeria",Abuja,Shopping,"ZikelCosmeticsAbuja is an online shopping platform for a wide range of beauty product such as waist pouch brushes, contact lens, face definer, luxurious strip lashes and more."
Bougainvillea Hotel,"0803 792 3000, 0803 051 2229","Plot F / 1A Abacha Road, GRA, Phase 3, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Bougainvillea Hoteloffers excellent room service, concierge, fitness center, tropical bush bar, barber salon, swimming pool, coffee shop, restaurants, conference rooms and many more services."
Dmatel Gold Hotel,0909 076 3838,"91 Stadium Road, Rumuomasi Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,Dmatel hoteloffers comfortable room services with the best facilities to entertain their clients.
Elkan Terrace,"0810 133 5676, 084 464 291","12B, Abacha Link Road, Diobu, Port Harcourt, Rivers Nigeria",Port-Harcourt,Accommodation,Elkan Terrace is a hotel located in Diobu Port Harcourt with luxurious apartments for lodging.
Emerald Hotels Ltd,"0703 683 6353, 0803 099 1610, 0808 991 2428","193 Port Harcourt Aba Express Road, Rumuola, Port Harcourt, Rivers Nigeria",Port-Harcourt,Accommodation,"Emerald Hotels Ltd offers its guest with classy hospitality services with well equipped facilities including bush bar, restaurant, cafeteria, reception hall, and others."
GrandVenice Hotel and Suites,0703 935 0238,"Plot 19, Igwe Family Layout Rumuogba, Off Ecobank, Eliada Layout, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"GrandVenice Hotel and Suites is a luxury accommodation provider based in Port harcourt, with well equipped facilities, offering its guests outstanding service and comfort."
Hotel De Marpat,"0816 528 3459, 0803 586 3836, 0708 842 9715","4 NTA-Apara Link Road, off East-West Road, Nkpolu, Rumuigbo, Port Harcourt Rivers State",Port-Harcourt,Accommodation,"Hotel De Marpat is located in a cool and conducive environment, offering its guest quality services with well equipped rooms, bar, restaurant, swimming pool, lounge, event centre, fitness centre and other facilities."
Intelligent Hotels & Suites,"0905 633 9191, 0806 692 6411","Off East/West road, by 95.1 Today FM Rumuekini, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Intelligent Hotels & Suites offers outstanding accommodation and hospitality in a conducive environment with 24/7 power supply, restaurant, air conditioning, wake up service, tea making facilities and lots more."
L.A Kings Hotel,"0815 7419434, 0908 7211 184","31, Ken Saro Wiwa Road (old Stadium Road), Port harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"L.A Kings Hotel is a top class luxury hotel, with well equipped facilities and free wifi, offering efficient and quality service delivery."
The Crib Lifestyle Hotel,0815 083 6614,"17b William Jumbo Street, old G.R.A, Port harcourt, Rivers State",Port-Harcourt,Accommodation,"The Crib Lifestyle Hotel is a hospitality service center for accommodation, restaurant, lounge, conferencing, bar and banqueting services."
Chyglosco Homes Limited,0814 197 8439,"40 Ada-George Road, Rumuaprikom Port Harcourt, Rivers",Port-Harcourt,Accommodation,"Chyglosco Homes Limited are real estate agency that provides affordable housing solutions to d low,middle n high income earners in all states in Nigeria."
Wizzunit Luxury Apartment,0806 355 3232,"No 5 Fulfillment Avenue, Wobo Street (Back of OPM), Iwofe Road, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Wizzunit Luxury Apartment (WLA) is one of the best serviced apartments Port Harcourt has to offer. It is designed to ensure that users achieve maximum luxury, comfort, along with affordability."
1804 Boutique Hotel,"0809 853 1630, 0813 499 4835","Elder Owhor Avenue, Off Elekahia, Rumukalagbor Link Road, Beside Elekahia Community Health Centre, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"1804 Boutique Hotel provides fully furnished rooms and suites as well as a food and drink section for tasty meals and drinks, and lots of other products at affordable prices."
Amanda Hotels,0803 775 4696,"Plot 317 Woji Road, G.R.A Phase 2, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Amanda Hotels is situated in a serene environment with well equipped facilities including conference hall and high standard rooms for luxurious lodging, accommodation, banqueting and catering services."
Barrio Fiesta Hotel Nigeria Limited,"0817 388 9197, 0802 700 3012","No. 4 Road 4, Oginigba New Layout, Oginigba, Trans-Amadi Port Harcourt Rivers State",Port-Harcourt,Accommodation,"Barrio Fiesta Hotel Nigeria Limited is one of the hotels based in Port harcourt, that provides good lodging, accommodation, hall rentals, musical entertainment and bar services."
Best Premier Hotel and Resorts,"0810 209 0403, 0810 103 1030","Aba Expressway Opposite Intels, Eleme Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,Best Premier Hotel and Resorts is a hotel with luxurious modern design rooms for accommodation and general facilities for quality hotel experience.
Blue Chip Hotels Limited,0816 556 3800,"Rumuomoi New Layout, Transformer Road, Off Psychiatric Hospital Road, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Blue Chip Hotels Ltd is a nice hotel with facilities like conference hall, restaurant, bar, event centre, lounge and standard rooms for lodging accommodations."
Christine by Nno Hotels,"0815 300 8010, 0803 666 6068","Mirari Estate, 12C Benjamin Opara Street, GRA Phase 2, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Christine by NnoHotels offers accommodation, conferencing and leisure facilities, indoor and outdoor catering services for excellent hospitality services."
Citycrown hotels,0806 672 3960,"58 Wimpey/ Iwofe Road, off Ikwere Road, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Citycrown hotels is located in a serene environment in Port harcourt, with well equipped facilities including accommodation, conference hall, fitness centre, restaurant, gym, swimming pool, bar and others for quality relaxation."
Dasodac Suites,0803 313 8301,"Bunu Street, Rukpokwu, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Dasodac Suites is a hospitality service provider located in a serene environment, providing rooms and suites, swimming pool, pool bar and more."
E-booking.ng,"0703 957 3954, 0915 192 7648","25 Ogbunabali Road, Port Harcourt, Rivers",Port-Harcourt,Accommodation,"Hotel booking website to book any hotel of your choice in Port Harcourt and outside, just tell us your budget and location."
Flex Hub,"0817 918 8606, 0803 336 1955, 0904 972 5007","Plot 24, Road 5, Off New Road, off Ada George / Location Road, Okania Estate, Mgbuoba, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Flex Hub is a hotel with a wide range of facilities such as well furnished rooms, fitness center, swimming pool, restaurant, pool side bar and other hospitality products."
"House 24, Port Harcourt",0803 200 5511,"24 Nyenwenwo Street, Eliada Lay-Out, Rumuogba, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"House 24 offers restaurant, bar and exquisite lodging facilities, indoor and outdoor catering services, event center and events planner services."
Miriam Hotel & Suites Limited,0703 155 7823,"Choba Uniport Road, Adjacent Everich Club, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Accommodation,"Miriam Hotel& Suites Limited is a luxurious hotel with spacious rooms and state art facilities for accommodation, restaurant, bar, event centre, conference rooms and others."
Nana Hotels,"0806 802 4408, 0803 739 5503","26 Igbo-ukwu Street, D/Line, Woji, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Nana Hotels is a luxurious hotel strategically located to offer top notch accommodation, fitness center, event center, and lots of other hospitality services."
Ocasion Inn,0706 351 0047 0814 9,"Off Airport Road, By International Market Road, Rukpokwu, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Ocasion Inn is a hospitality establishment that offers accommodation, as well as tasty meals and chilled drinks in their restaurant and bar, among other relaxation services."
Olive Branch Hotel,"0803 354 6172, 0905 197 5538","No 5 Oringwo Road,off Abacha Road GRA Phase 3, Port Harcourt, Rivers Nigeria",Port-Harcourt,Accommodation,"Olive Branch Hotel is a global hospitality company based in Port harcourt, with facilities like rooms, conference hall, gym room, amenities, restaurant and bar for lodging and relaxation."
Palm Spring Suites,0813 123 5188,"11 Shalom Close, Off Ada-George Road, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Palm Spring Suites is a lodging facility in a serene environment with modern amenities and also offers a wide range of hospitality products and services such as outdoor bar and lounge, restaurant and more."
Polo Court Hospitality Limited,"084 550 060, 084 550 061, 0701 586 1139","46, King Perekule Street, New G.R.A Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Polo Court Hospitality Limited is one of the best hotels located in Port harcourt, with great facilities like lounge, swimming pool, meeting room, free wifi and lots more for hospitality and entertainment specifically for guests and visitors."
Row Hotels & Suites,0908 219 5939,"Off G. U. Ake road, (airforce eliozu link) by Diplomat Assembly Church, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Accommodation,"Row Hotels & Suites offers wide range of hospitality services including lodging, accommodation, bar, catering, hall rentals and musical entertainment."
Royal Crest Hotel & Suites,0701 586 0001,"2 Divine Grace Close Trans-Woji, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Royal Crest Hotel & Suites is a hospitality center for good lodging, accommodation, bar, hall rentals, banqueting services and other quality facilities for exciting and memorable stay."
Royal Paragon Hotel,0806 037 3768,"KM 2, COE, Rumuepirikom/Iwofe Road, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Royal Paragon Hotel provides accommodation in their tastily furnished rooms and suites with steady room services, free WiFi, adequate security and lots of other services."
Royal Residence Hotel,"0812 998 8550, 0803 555 5355, 0803 197 0770","152 Tombia street in GRA Phase 2, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Royal residence is built with comfortable and luxurious rooms, restaurants and suites well furnished for a comfortable stay."
Savvy Sunny Suites,0803 865 4471,"6 Nwankpa Close, Rumuodara, Port Harcourt, Rivers State",Port-Harcourt,Accommodation,"Savvy Sunny Suites is a 3 star hotel with air conditioned guest rooms, as well a free complimentary WiFi, free parking space, a lounge and many others."
Taverna Lounge & Boutique Hotel,0818 360 0219,"No 2 Alalibo Close Off Doxa road,Peter Odili Road, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,"Taverna Lounge & Boutique Hoteloffers best and affordable accommodation with well equipped facilities for lodging, relaxation and event centres."
The Garden City Marriott Hotel,"0705 100 1212, 0705 430 0000, 0803 312 5577","39 Tombia Street GRA Phase 2, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Accommodation,The Garden City Marriott Hotel has sophisticated rooms for lodging accommodation and big event hall for different types of occasions.
Benet I.T Solutions,"0803 220 0322, 0802 948 2906","100, Main Market Road, Igwuruta, Port Harcourt, River, Nigeria",Port-Harcourt,Business,"Benet I.T Solutions is a subsidiary of Benet communication Nigeria that offers ICT services such as web design, web hosting, domain name registration, application development, and lots more."
Capital City Development Ltd,"0906 000 0360, 0906 000 0361","Suite 205, Unity Bank Building, Azikiwe Road, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,Capital City Development Limited is a real estate development company that construct and sales residential and commercial properties at affordable rate.
Chagoury Group,084 233 853,"Port Harcourt Flour Mills Industry Road, Port Harcourt, Rivers State, Nigeria",Port-Harcourt,Business,"Chagoury Group offers services in construction and property development, flour mills, water bottling and purification, glass manufacturing, insurance, hotels, furniture manufacturing, telecommunications, IT, catering and international financing."
Courdeau Catering Nigeria Limited,"084 461 044, 084 461 055, 084 461 033","93A, Rivoc Road, Trans Amadi, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Courdeau Catering Nigeria Limited is located in Port Harcourt, with services in catering restauration, housekeeping & laundry services, mobile kitchen, butchery and stores services, thereby providing the best catering services."
Debyl Limited,"0808 323 1545, 0810 862 1021","27 St. Andrews Street, By Shell I.A, Rumuobiakani, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Debyl Limited is a Nigerian company situated in Port Harcourt, fully committed to providing services in turnkey projects, materials procurement, asset integrity management, engineering and maintenance services in the oil and gas industries."
Desicon Group,"01 440 8139, 01 440 6118, 01 634 0260","60 King Perekule Street, GRA Phase 2, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"Desicon Group is a recommendable company that provide engineering services such as procurement, construction, project management, facility maintenance and lots more."
Dovewell Oilfield Services Ltd,"084 361 633, 084 361 633, 081 1245 8119","Plot 10 JC International Street, New Trans-Amadi Industrial Layout, Off Peter Odili Road, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"Dovewell Oilfield Services Limited is a competent oil and gas company that specializes in inspection services, onshore and offshore crane maintenance, marine support, vessel cleaning and many others."
Eastern Wrought Iron Limited,0803 783 9809,"Plot 47, Trans Amadi Industrial Layout, Port Harcourt, Rivers State",Port-Harcourt,Business,"Eastern Wrought Iron Limited provides metal works services in Port Harcourt, Nigeria."
Ebele Gunn Nigeria Limited,"081 830 41213, 081 613 47511, 081 830 41323","44 Ordinance Trans Amadi, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,Ebele Gunn Nigeria Limited is a real estate firm that specializes in developing quality residential and commercial buildings within the boundaries of River state.
Environ Waste Nigeria Limited,"0803 341 7931, 0809 306 6901, 0803 409 9715","1, Eheleze Road, Elelenwo, Port Harcourt, Rivers State Nigeria",Port-Harcourt,Business,"Environ Waste Nigeria Limited is a company which provides services on geophysical survey, impact assessment and landscaping."
Fort-Ress Global Resources,0803 757 7742,"No 8 Ejege Lane, By St John's Bus-stop Aba Road, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"Fort-Ress Global Resources offer sales and supply of safety materials such as liquidmetal safety boot, rocklander safety boot, lifebouy rings and many other personal protection equipment."
Isnet Consultancy Solutions Ltd,"0802 290 7636, 0809 956 8851, 0809 956 8852","Plot No 10,Nwagborso Street Tony Estate Umuehere, Elimbu Port Harcourt, Rivers Nigeria",Port-Harcourt,Business,"Isnet Consultancy Solutions Limited provides supportive business and management solutions such as visa assistance, foreign admissions and consultancy services to private individuals and public sectors."
Mabisel Trading and Construction,"0708 343 1000, 0803 310 1965","4 L.K Anga Street, Off Odilli Road, Trans Amadi, Port Harcourt, River, Nigeria",Port-Harcourt,Business,"Mabisel Trading and Construction provides numerous innovative services such as building construction, fabrication, road maintenance, cleaning services, waste management and many others."
MEL-Technologies & Solution Ltd.,"0802 606 4609, 0705 999 9833","24 Forces Avenue, Old GRA, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,"MEL-Technologies & Solution Limited specialize on fixing business problems such as ATM engineering, website development, mobile application solutions, IT consulting and many others."
O.K.Isokariari And Sons,"0808 666 6072, 0808 666 6073","Plot 83, Trans Amadi Industrial Layout, Port Harcourt, Rivers, Nigeria",Port-Harcourt,Business,O.K.Isokariari And Sons Nigeria Limited is a committed construction company that provide wide range of engineering and procurement services.
Ohenmerge Company Limited,"0803 235 6429, +234 8 436 1584","No 19 Sen George Sekibo Road, off Peter Odili Road, Trans Amadi Industrial Estate Port Harcourt, Rivers Nigeria",Port-Harcourt,Business,"Ohenmerge Company Limited is Nigerian engineering and construction company based that provides superior environmental studies & restoration services, analytical laboratory, marine vessel services, waste management and engineering construction services."
Paida Farms,"0703 667 0509, 0812 831 8064","No.1 Freedom Street, GodsOwn Estate, Off East/West Road, Port-Harcourt, Rivers State, Nigeria",Port-Harcourt,Business,"Paida Farms and Allied Services is an agricultural business that focus on growing fishes and many other domestics birds, they as well process them to ready to eat products."
